backen<br/>{{c1::bäckt (backt)}}<br/>{{c1::backte (buk)}}<br/>{{c1::hat gebacken}}	<b>Sie <em>hat</em> den Kuchen in einer runden Form <em>gebacken</em>.</b><br/>She baked the cake in a round mould.
befehlen<br/>{{c1::befiehlt}}<br/>{{c1::befahl}}<br/>{{c1::hat befohlen}}	<b>Der Feldwebel <em>befahl</em> der Truppe, zu marschieren.</b><br/>The sergeant commanded the troop to march.
beginnen<br/>{{c1::beginnt}}<br/>{{c1::begann}}<br/>{{c1::hat begonnen}}	<b>Wir <em>beginnen</em> morgen mit dem neuen Projekt.</b><br/>We will begin with the new project tomorrow.<br/><br/><b>Das Konzert <em>begann</em> mit einem wunderschönen Klavierstück.</b><br/>The concert began with a beautiful piano piece.<br/><br/><b>Die Wehen <em>haben begonnen</em>, bald kommt das Baby.</b><br/>The contractions have set in, the baby will arrive soon.
beißen<br/>{{c1::beißt}}<br/>{{c1::biss}}<br/>{{c1::hat gebissen}}	<b>Du kannst den Hund streicheln; er wird dich nicht <em>beißen</em>.</b><br/>You can pet the dog; it will not bite you.<br/><br/><b>Ich <em>biss</em> in einen sauren Apfel und verzog das Gesicht.</b><br/>I bit into a sour apple and grimaced.
bergen<br/>{{c1::birgt}}<br/>{{c1::barg}}<br/>{{c1::hat geborgen}}	<b>Die Küstenwache hat die Mannschaft von dem havarierten Schiff <em>geborgen</em>.</b><br/>The coastguard rescued the crew from the wrecked ship.<br/><br/><b>Dunkle Höhlen können viele Geheimnisse <em>bergen</em>.</b><br/>Dark caves can hide many secrets.<br/><br/><b>Es gelang der Crew, das auf Grund gelaufene Schiff zu <em>bergen</em>.</b><br/>The crew managed to salvage the ship that had run aground.
bersten<br/>{{c1::birst}}<br/>{{c1::barst}}<br/>{{c1::ist geborsten}}	<b>Wenn Wasser in Leitungen gefriert, können die Leitungen <em>bersten</em>.</b><br/>When the water in pipes freezes, the pipes can burst.<br/><br/><b>Das Glas <em>barst</em> in tausend Stücke, als es auf den Boden fiel.</b><br/>The glass shattered into a thousand pieces when it fell to the floor.<br/><br/><b>Der Damm <em>ist</em> unter dem starken Wasserdruck <em>geborsten</em>.</b><br/>The dam has burst under the strong water pressure.
betrügen<br/>{{c1::betrügt}}<br/>{{c1::betrog}}<br/>{{c1::hat betrogen}}	<b>Mein Bruder <em>betrügt</em> nie, wenn wir Karten spielen.</b><br/>My brother never cheats when we play cards<br/><br/><b>Er <em>betrog</em> seine Klienten und stahl ihr Geld.</b><br/>He defrauded his clients and stole their money.<br/><br/><b>Mein Freund <em>hat</em> mich nie <em>betrogen</em>; er ist mir treu.</b><br/>My boyfriend never cheated on me; he is faithful to me.
bewegen<br/>{{c1::bewegt}}<br/>{{c1::bewog}}<br/>{{c1::hat bewogen}}	<b>Die Tänzerin <em>bewegte</em> anmutig die Arme.</b><br/>The dancer moved her arms gracefully.<br/><br/><b>Gemeinsam können wir im Umweltschutz etwas <em>bewegen</em>.</b><br/>Together we can make a difference in environmental protection.<br/><br/><b>Beide Zwillinge sprechen und <em>bewegen sich</em> auf ähnliche Art.</b><br/>Both twins talk and move in a similar fashion.
biegen<br/>{{c1::biegt}}<br/>{{c1::bog}}<br/>{{c1::hat gebogen}}	<b>Wenn ich einen Stock zu stark <em>biege</em>, bricht er.</b><br/>If I bend a stick too much, it will break.<br/><br/><b>An der Kreuzung ist das Fahrzeug in die Schillerstraße <em>abgebogen</em>.</b><br/>At the intersection, the vehicle turned into Schillerstrasse.
bieten<br/>{{c1::bietet}}<br/>{{c1::bot}}<br/>{{c1::hat geboten}}	<b>Das neue Museum hat für jeden etwas zu <em>bieten</em>.</b><br/>The new museum has something to offer for everybody.
binden<br/>{{c1::bindet}}<br/>{{c1::band}}<br/>{{c1::hat gebunden}}	<b>Ich muss meine Abschlußarbeit vor dem Einreichen <em>binden</em>.</b><br/>I need to bind my thesis before submitting it.<br/><br/><b>Wir <em>haben</em> ein rotes Band um die Schachtel <em>gebunden</em>.</b><br/>We tied a red ribbon around the box.
bitten<br/>{{c1::bittet}}<br/>{{c1::bat}}<br/>{{c1::hat gebeten}}	<b>Der Arzt <em>bat</em> um eine Probe.</b><br/>The doctor asked for a specimen.<br/><br/><b>Der Kunde <em>bat</em> um weitere Produktinformationen.</b><br/>The customer requested further product information.<br/><br/><b>Ich <em>habe</em> ihn um Hilfe <em>gebeten</em>.</b><br/>I have asked him for help.
blasen<br/>{{c1::bläst}}<br/>{{c1::blies}}<br/>{{c1::hat geblasen}}	<b>Heute <em>bläst</em> der Wind sehr stark.</b><br/>Today, the wind is blowing very strongly.<br/><br/><b>Der Sturm <em>blies</em> alle Blätter vom Baum.</b><br/>The storm blew all the leaves off the tree.<br/><br/><b>Sie <em>hat</em> die Kerzen auf der Torte <em>geblasen</em>.</b><br/>She has blown out the candles on the cake.
bleiben<br/>{{c1::bleibt}}<br/>{{c1::blieb}}<br/>{{c1::ist geblieben}}	<b>Ich <em>blieb</em> den ganzen Tag zu Hause.</b><br/>I stayed home all day.<br/><br/><b>Martin Weber <em>ist</em> den ganzen Winter durch im Haus <em>geblieben</em>.</b><br/>Martin Weber stayed in the house throughout the winter.
braten<br/>{{c1::brät}}<br/>{{c1::briet}}<br/>{{c1::hat gebraten}}	<b>Ich werde die Eier verrühren und danach <em>braten</em>.</b><br/>I am going to scramble the eggs and then fry them.<br/><br/><b>Er <em>briet</em> das Lammsteak im Ofen.</b><br/>He roasted the lamb steak in the oven.<br/><br/><b>Sie <em>hat</em> das Gemüse in Olivenöl <em>gebraten</em>.</b><br/>She fried the vegetables in olive oil.
brechen<br/>{{c1::bricht}}<br/>{{c1::brach}}<br/>{{c1::hat gebrochen}}	<b>Ich <em>habe</em> mir den Arm <em>gebrochen</em>, aber es ist wieder komplett verheilt.</b><br/>I broke my arm, but it has healed completely.<br/><br/><b>Der Zaun <em>ist gebrochen</em>.</b><br/>The fence is broken.
brennen<br/>{{c1::brennt}}<br/>{{c1::brannte}}<br/>{{c1::hat gebrannt}}	<b>Das Lagerfeuer <em>brennt</em> seit zwei Stunden.</b><br/>The bonfire has been burning for two hours.<br/><br/><b>Das Shampoo <em>brannte</em> in meinen Augen.</b><br/>The shampoo stung my eyes.<br/><br/><b>Der Kratzer auf meinem Arm <em>brennt</em> ein bisschen.</b><br/>The scratch I have on my arm smarts a little.
abbrennen<br/>{{c1::brennt ab}}<br/>{{c1::brannte ab}}<br/>{{c1::ist abgebrannt}}	<b>Das Haus <em>ist</em> vollständig <em>abgebrannt</em>.</b><br/>The house completely burned down.
bringen<br/>{{c1::bringt}}<br/>{{c1::brachte}}<br/>{{c1::hat gebracht}}	<b>Die Wolken werden Regen <em>bringen</em>.</b><br/>The clouds will bring rain.<br/><br/><b>Er bot seinem Freund an, ihn nach Hause zu <em>bringen</em>.</b><br/>He offered to take his friend home.<br/><br/><b>Regelmäßiges Training <em>bringt</em> Wohlbefinden und Fitness.</b><br/>Constant exercise yields well-being and fitness.<br/><br/><b>Der Hund <em>brachte</em> den Ball.</b><br/>The dog fetched the ball.
denken<br/>{{c1::denkt}}<br/>{{c1::dachte}}<br/>{{c1::hat gedacht}}	<b>Ich <em>denke</em>, wir sollten etwas essen.</b><br/>I think we should eat something.<br/><br/><b>Ich <em>dachte</em>, dass das Meeting um acht Uhr war.</b><br/>I thought the meeting was at eight o'clock.<br/><br/><b>Ich muss daran <em>denken</em>, das Fenster zu schließen.</b><br/>I have to remember to close the window.<br/><br/><b>Ich <em>denke</em>, dass ich vielleicht eine Beförderung bekomme.</b><br/>I figure that I might get a promotion.
dingen<br/>{{c1::dingt}}<br/>{{c1::dingte (dang)}}<br/>{{c1::hat gedingt (gedungen)}}	<b>Sie <em>dingt</em> einen Fachmann für das Projekt..</b><br/>She hires a specialist for the project.<br/><br/><b>Sie <em>dingten</em> einen Boten, um die Nachricht zu überbringen.</b><br/>They hired a messenger to deliver the message.<br/><br/><b>Er <em>hat</em> einen Detektiv <em>gedungen</em>, um den Fall zu lösen.</b><br/>He has hired a detective to solve the case.
dreschen<br/>{{c1::drischt}}<br/>{{c1::drosch}}<br/>{{c1::hat gedroschen}}	<b>Die Bauern <em>dreschen</em> das Getreide auf dem Feld.</b><br/>The farmers are threshing the grain in the field.<br/><br/><b>Er <em>drosch</em> wütend auf den Boxsack ein.</b><br/>He angrily pounded on the punching bag.<br/><br/><b>Er <em>hat</em> auf den Boxsack <em>gedroschen</em>, bis er erschöpft war.</b><br/>He has pounded on the punching bag until he was exhausted.
dringen<br/>{{c1::dringt}}<br/>{{c1::drang}}<br/>{{c1::ist/hat gedrungen}}	<b>Licht <em>dringt</em> durch das Fenster in den Raum.</b><br/>Light is penetrating the room through the window.<br/><br/><b>Er <em>dringt</em> darauf, dass wir sofort handeln.</b><br/>He insists that we act immediately.<br/><br/><b>Wasser <em>drang</em> durch das Dach ins Haus.</b><br/>Water penetrated through the roof into the house.<br/><br/><b>Das Geräusch <em>ist</em> bis in mein Zimmer <em>gedrungen</em>.</b><br/>he noise has reached my room.<br/><br/><b>Er <em>hat</em> darauf <em>gedrungen</em>, dass wir pünktlich sind.</b><br/>He has insisted that we be on time.
dürfen<br/>{{c1::darf}}<br/>{{c1::durfte}}<br/>{{c1::hat gedurft/dürfen}}	<b>Ich <em>darf</em> heute Abend länger aufbleiben.</b><br/>I am allowed to stay up longer tonight.<br/><br/><b>Er <em>durfte</em> während der Prüfung nicht sprechen.</b><br/>He was not allowed to speak during the exam.<br/><br/><b>Ich <em>habe</em> immer <em>dürfen</em>, meine Meinung zu äußern.</b><br/>I have always been allowed to express my opinion.
empfehlen<br/>{{c1::empfiehlt}}<br/>{{c1::empfahl}}<br/>{{c1::hat empfohlen}}	<b>Ich <em>empfehle</em> dir, dieses Buch zu lesen.</b><br/>I recommend that you read this book.<br/><br/><b>Er <em>empfahl</em> mir, die Prüfung früher zu lernen.</b><br/>He recommended that I study for the exam earlier.<br/><br/><b>Sie <em>haben</em> mir einen guten Film <em>empfohlen</em>.</b><br/>They have recommended a good movie to me.
erlöschen<br/>{{c1::erlischt}}<br/>{{c1::erlosch}}<br/>{{c1::ist erloschen}}	<b>Das Licht <em>erlischt</em> nach einer Stunde.</b><br/>The light goes out after an hour.<br/><br/><b>Die Flamme <em>erlosch</em> plötzlich im Wind.</b><br/>The flame went out suddenly in the wind.<br/><br/><b>Die Kerze <em>ist</em> erloschen, weil sie keinen Wachs mehr hatte.</b><br/>The candle has gone out because it had no more wax.
erschrecken<br/>{{c1::erschrickt}}<br/>{{c1::erschrak}}<br/>{{c1::ist erschrocken}}	<b>Warum <em>hast</em> du <em>mich</em> so <em>erschrocken</em>?</b><br/>Why did you scare me so much?<br/><br/><b>Nicht alle Schüler <em>sind</em> vor dem neuen Lehrer <em>erschrocken</em>.</b><br/>Not all pupils are scared of the new teacher.
erwägen<br/>{{c1::erwägt}}<br/>{{c1::erwog}}<br/>{{c1::hat erwogen}}	<b>Er <em>erwägt</em>, einen neuen Plan zu machen.</b><br/>He is considering making a new plan.<br/><br/><b>Ich <em>erwog</em> die Vorteile und Nachteile, bevor ich eine Entscheidung traf.</b><br/>I weighed the advantages and disadvantages before making a decision.<br/><br/><b>Er <em>hat</em> die Möglichkeiten <em>erwogen</em>.</b><br/>He has considered the options.
essen<br/>{{c1::isst}}<br/>{{c1::ass}}<br/>{{c1::hat gegessen}}	<b>Er <em>isst</em> jeden Tag Gemüse.</b><br/>He eats vegetables every day.<br/><br/><b>Sie <em>aß</em> am Sonntag einen Kuchen.</b><br/>She ate a cake on Sunday.<br/><br/><b>Er <em>hat</em> ein Sandwich <em>gegessen</em>.</b><br/>He has eaten a sandwich.
fahren<br/>{{c1::fährt}}<br/>{{c1::fuhr}}<br/>{{c1::ist/hat gefahren}}	<b>Am Sonntag <em>sind</em> wir mit unseren Freunden in den Schwarzwald <em>gefahren</em>.</b><br/>On Sunday, we went to the Black Forest with our friends.<br/><br/><b>Kinder unter 6 Jahren <em>sind</em> umsonst <em>mitgefahren</em>.</b><br/>Children under the age of 6 travel free of charge.<br/><br/><b>Sie <em>fuhr</em> letztes Jahr nach Italien.</b><br/>She traveled to Italy last year.<br/><br/><b>Auf dem Nürburgring <em>habe</em> ich das neueste Mercedesmodell <em>gefahren</em>.</b><br/>I drove the latest Mercedes model at the Nürburgring.<br/><br/><b>Ich <em>habe</em> das Schild <em>umgefahren</em>.</b><br/>I knocked over the sign.<br/><br/><b>Ich <em>habe</em> das Schild <em>umfahren</em>.</b><br/>I drove around the sign.<br/><br/><b>Den Stau auf der Autobahn <em>haben</em> wir weiträumig <em>umgefahren</em>.</b><br/>We avoided the traffic jam on the highway.<br/><br/><b>Der Autofahrer <em>hat</em> den armen Hund einfach <em>überfahren</em>.</b><br/>The driver simply ran over the poor dog.<br/><br/><b>Frau Lambert <em>hat</em> sich jedes Mal in München <em>verfahren</em>.</b><br/>Mrs. Lambert got lost in Munich every time.
fallen<br/>{{c1::fällt}}<br/>{{c1::fiel}}<br/>{{c1::ist gefallen}}	<b>Er <em>fällt</em> oft im Sport.</b><br/>He often falls in sports.<br/><br/><b>Sie <em>fiel</em> gestern beim Skifahren.</b><br/>She fell yesterday while skiing.<br/><br/><b>Das Kind <em>ist</em> auf den Mund <em>gefallen</em> und hat dabei einen Zahn verloren.</b><br/>The child has fallen on its mouth and lost a tooth.
fangen<br/>{{c1::fängt}}<br/>{{c1::fing}}<br/>{{c1::hat gefangen}}	<b>Es ist verboten, im Naturschutzgebiet Schmetterlinge zu <em>fangen</em>.</b><br/>It is forbidden to capture butterflies in the nature reserve.<br/><br/><b>Ein Spieler wirft den Ball und der andere Spieler <em>fängt</em> ihn.</b><br/>One player throws the ball and the other player catches it.<br/><br/><b>Er fing einen Hasen.</b><br/>He trapped a hare.<br/><br/><b>Er <em>hat</em> den Fisch <em>gefangen</em>.</b><br/>He has caught the fish.
fechten<br/>{{c1::ficht}}<br/>{{c1::focht}}<br/>{{c1::hat gefochten}}	<b>Er <em>fechtet</em> jeden Mittwoch im Verein.</b><br/>He fences every Wednesday at the club.<br/><br/><b>Sie <em>focht</em> im letzten Jahr gegen viele Gegner.</b><br/>She fenced against many opponents last year.<br/><br/><b>Er <em>hat</em> im Turnier <em>gefochten</em>.</b><br/>He has fenced in the tournament.
finden<br/>{{c1::findet}}<br/>{{c1::fand}}<br/>{{c1::hat gefunden}}	<b>Er <em>findet</em>, wir sollten Urlaub machen.</b><br/>He thinks we should go on holiday.<br/><br/><b>Sie <em>fand</em> gestern einen verlorenen Schlüssel.</b><br/>She found a lost key yesterday.<br/><br/><b>Er <em>hat</em> das Buch <em>gefunden</em>.</b><br/>He has found the book.
fliegen<br/>{{c1::fliegt}}<br/>{{c1::flog}}<br/>{{c1::ist/hat geflogen}}	<b>Er <em>fliegt</em> jeden Sommer nach Italien.</b><br/>He flies to Italy every summer.<br/><br/><b>Der Vogel <em>flog</em> zurück zu seinem Nest.</b><br/>The bird flew back to its nest.<br/><br/><b>Der junge Pilot <em>ist</em> das erste Mal einen Airbus <em>geflogen</em>.</b><br/>The young pilot flew an Airbus for the first time.<br/><br/><b>Im letzten Sommer bin <em>ich</em> das erste Mal in meinem Leben <em>geflogen</em>.</b><br/>Last summer I flew for the first time in my life.
fliehen<br/>{{c1::flieht}}<br/>{{c1::floh}}<br/>{{c1::ist geflohen}}	<b>Er <em>flieht</em> vor dem Sturm in das Haus.</b><br/>He flees into the house from the storm.<br/><br/><b>Sie <em>floh</em> letzte Woche aus der gefährlichen Situation.</b><br/>She fled from the dangerous situation last week.<br/><br/><b>Er <em>ist</em> vor den Gefahren <em>geflogen</em>.</b><br/>He has fled from the dangers.
fließen<br/>{{c1::fließt}}<br/>{{c1::floss}}<br/>{{c1::ist geflossen}}	<b>Das Wasser <em>fließt</em> schnell den Bach hinunter.</b><br/>The water flows quickly down the stream.<br/><br/><b>Der Fluss <em>floß</em> letztes Jahr über die Ufer.</b><br/>The river flowed over its banks last year.<br/><br/><b>Das Wasser <em>ist</em> im Sommer <em>geflossen</em>.</b><br/>The water has flowed in the summer.
fressen<br/>{{c1::frisst}}<br/>{{c1::fraß}}<br/>{{c1::hat gefressen}}	<b>Der Hund <em>frisst</em> sein Futter schnell.</b><br/>The dog eats its food quickly.<br/><br/><b>Die Katze <em>fraß</em> gestern einen Fisch.</b><br/>The cat ate a fish yesterday.<br/><br/><b>Der Bär <em>hat</em> die Beeren <em>gefressen</em>.</b><br/>The bear has eaten the berries.
frieren<br/>{{c1::friert}}<br/>{{c1::fror}}<br/>{{c1::hat gefroren}}	<b>Der Wasserfall <em>friert</em> im Winter zu.</b><br/>The waterfall freezes over in winter.<br/><br/><b>Der See <em>fror</em> letzte Nacht vollständig zu.</b><br/>The lake froze completely last night.<br/><br/><b>Im Winter war es sehr kalt. Wir <em>haben</em> wochenlang <em>gefroren</em>.</b><br/>It was very cold in winter. We were freezing for weeks.<br/><br/><b>Draußen ist es sehr kalt. Das Wasser ist auch schon <em>gefroren</em>.</b><br/>It's very cold outside. The water is already frozen.
gären<br/>{{c1::gärt}}<br/>{{c1::gor (gärte)}}<br/>{{c1::ist gegoren (gegärt)}}	<b>Der Most <em>gärt</em> im Fass.</b><br/>The must is fermenting in the barrel.<br/><br/><b>Der Wein <em>gärte</em> mehrere Jahre lang in Fässern.</b><br/>The wine fermented in casks for several years.<br/><br/><b>Der Most <em>hat</em> im Fass <em>gegärt</em>.</b><br/>The must has fermented in the barrel.
gebären<br/>{{c1::gebärt (gebiert)}}<br/>{{c1::gebar}}<br/>{{c1::hat geboren}}	<b>Die Frau <em>gebärt</em> ein Kind.</b><br/>The woman is giving birth to a child.<br/><br/><b>Die Frau gebar ein kleines Mädchen.</b><br/>The woman gave birth to a baby girl.<br/><br/><b>Die Frau <em>hat</em> ein gesundes Kind <em>gebar</em>.</b><br/>The woman has given birth to a healthy child.
geben<br/>{{c1::gibt}}<br/>{{c1::gab}}<br/>{{c1::hat gegeben}}	<b>Er <em>gibt</em> ihr ein Geschenk.</b><br/>He gives her a gift.<br/><br/><b>Er <em>gab</em> der Schaukel einen festen Schubs.</b><br/>He gave the swing a hard push.<br/><br/><b>Die Natur <em>hat</em> den Menschen die Vernunft <em>gegeben</em>.</b><br/>Nature has endowed human beings with reason.
gedeihen<br/>{{c1::gedeiht}}<br/>{{c1::gedieh}}<br/>{{c1::ist gediehen}}	<b>Diese Pflanze <em>gedeiht</em> im feuchtheißen Klima.</b><br/>This plant thrives in hot and humid climates.
gehen<br/>{{c1::geht}}<br/>{{c1::ging}}<br/>{{c1::ist gegangen}}	<b>Er <em>geht</em> jeden Morgen joggen.</b><br/>He goes jogging every morning.<br/><br/><b>Am Wochenende <em>sind</em> wir zu Fuß von Bonn nach Köln <em>gegangen</em>.</b><br/>At the weekend we walked from Bonn to Cologne.
gelingen<br/>{{c1::gelingt}}<br/>{{c1::gelang}}<br/>{{c1::ist gelungen}}	<b>Der Zaubertrick <em>gelingt</em> ihm jedes Mal.</b><br/>He succeeds in the magic trick every time.<br/><br/><b>Es <em>gelang</em> mir, einen Platz an der Kunstschule zu erhalten.</b><br/>I succeeded in getting a place at art school.<br/><br/><b>Es <em>ist</em> mir leider nicht <em>gelungen</em>, meine Freundin umzustimmen.</b><br/>Unfortunately, I wasn't able to change my girlfriend's mind.
gelten<br/>{{c1::gilt}}<br/>{{c1::galt}}<br/>{{c1::hat gegolten}}	<b>Die Regeln gelten für alle gleich.</b><br/>The rules apply equally to all.<br/><br/><b>Der neue Film <em>galt</em> bei den Kritikern als Meisterwerk.</b><br/>The new movie was regarded as a masterpiece by the critics.<br/><br/><b>Die Einladung <em>hat</em> ihm immer <em>gegolten</em>, auch wenn er nicht kam.</b><br/>The invitation has always applied to him, even if he didn't come.
genesen<br/>{{c1::genest}}<br/>{{c1::genas}}<br/>{{c1::ist genesen}}	<b>Er <em>genest</em> schnell von seiner Erkältung.</b><br/>He recovers quickly from his cold.<br/><br/><b>Er <em>genas</em> nach einer Woche vollständiger Ruhe.</b><br/>He recovered after a week of complete rest.<br/><br/><b>Er <em>ist</em> nach der Behandlung endlich <em>genesen</em>.</b><br/>He has finally recovered after the treatment.
genießen<br/>{{c1::genießt}}<br/>{{c1::genoss}}<br/>{{c1::hat genossen}}	<b>Er <em>genießt</em> den Sonnenuntergang am Strand.</b><br/>He enjoys the sunset at the beach.<br/><br/><b>Er <em>genoss</em> die frische Luft während des Spaziergangs.</b><br/>He enjoyed the fresh air during the walk.<br/><br/><b>Er <em>hat</em> das Konzert in vollen Zügen <em>genossen</em>.</b><br/>He has enjoyed the concert to the fullest.
geraten<br/>{{c1::gerät}}<br/>{{c1::geriet}}<br/>{{c1::ist geraten}}	<b>Er <em>gerät</em> oft in Schwierigkeiten, wenn er unvorsichtig ist.</b><br/>He often gets into trouble when he is careless.<br/><br/><b>Er <em>geriet</em> in eine unerwartete Diskussion während des Meetings.</b><br/>He got into an unexpected discussion during the meeting.<br/><br/><b>Er <em>ist</em> nie in eine solche Situation <em>geraten</em> wie heute.</b><br/>He has never gotten into such a situation as today.
geschehen<br/>{{c1::geschieht}}<br/>{{c1::geschah}}<br/>{{c1::ist geschehen}}	<b>Ich werde warten und sehen, was <em>geschieht</em>.</b><br/>I will wait and see what happens.<br/><br/><b>Es <em>geschah</em> während eines Sturms, dass die Straße gesperrt wurde.</b><br/>It happened during a storm that the road was closed.<br/><br/><b>Am Mittwoch <em>sind</em> in der Fabrik gleich mehrere Unfälle <em>geschehen</em>.</b><br/>Several accidents occurred in the factory on Wednesday.<br/><br/><b>Es <em>ist</em> noch nie so etwas Seltsames <em>geschehen</em>.</b><br/>Such a strange thing has never happened before.
gewinnen<br/>{{c1::gewinnt}}<br/>{{c1::gewann}}<br/>{{c1::hat gewonnen}}	<b>Er <em>gewinnt</em> oft Preise bei Wettbewerben.</b><br/>He often wins prizes in competitions.<br/><br/><b>Sie <em>gewann</em> das Rennen nach einem harten Wettkampf.</b><br/>She won the race after a tough competition.<br/><br/><b>Er <em>hat</em> eine wertvolle Erfahrung <em>gewonnen</em> durch die Teilnahme an dem Projekt.</b><br/>He has gained valuable experience by participating in the project.
